submission_id,age,both_norms_shown,comments,endTime,expected_claim1,expected_claim2,expected_claim3,expected_claim4,experiment_id,gender,ingroup_norm,norm_first_shown,norm_second_shown,outgroup_norm,response,response_claim1,response_claim2,response_claim3,response_claim4,startDate,startTime,timeSpent,trial_name,trial_number
3112,23,1,,1630069866182,NA,NA,NA,NA,260,female,Approximately 60% of participants who agreed with you about Transgender rights chose to call the police and report the robber.,Approximately 85% of participants who did not agree with you about Transgender rights chose to do nothing and leave the robber alone.,Approximately 60% of participants who agreed with you about Transgender rights chose to call the police and report the robber.,Approximately 85% of participants who did not agree with you about Transgender rights chose to do nothing and leave the robber alone.,Very likely do nothing and the leave the robber alone,NA,NA,NA,NA,Fri Aug 27 2021 15:10:55 GMT+0200 (Mitteleuropäische Sommerzeit),1630069855424,0.1793,moral dilemma,1
3112,23,NA,,1630069866182,NA,NA,NA,NA,260,female,NA,NA,NA,NA,Moderately bad,NA,NA,NA,NA,Fri Aug 27 2021 15:10:55 GMT+0200 (Mitteleuropäische Sommerzeit),1630069855424,0.1793,behavior rating,1
3112,23,NA,,1630069866182,true,false,false,false,260,female,NA,NA,NA,NA,NA,false,false,false,false,Fri Aug 27 2021 15:10:55 GMT+0200 (Mitteleuropäische Sommerzeit),1630069855424,0.1793,custom understanding check,1
3112,23,NA,,1630069866182,NA,NA,NA,NA,260,female,NA,NA,NA,NA,7,NA,NA,NA,NA,Fri Aug 27 2021 15:10:55 GMT+0200 (Mitteleuropäische Sommerzeit),1630069855424,0.1793,identification_pro,1
3112,23,NA,,1630069866182,NA,NA,NA,NA,260,female,NA,NA,NA,NA,1,NA,NA,NA,NA,Fri Aug 27 2021 15:10:55 GMT+0200 (Mitteleuropäische Sommerzeit),1630069855424,0.1793,identification_anti,2
3086,22,NA,,1630065309669,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Gun control,NA,NA,NA,NA,Fri Aug 27 2021 13:54:58 GMT+0200 (Central European Summer Time),1630065298796,0.18121666666666666,selected issue,1
3086,22,NA,,1630065309669,NA,NA,NA,NA,260,male,NA,NA,NA,NA,-3,NA,NA,NA,NA,Fri Aug 27 2021 13:54:58 GMT+0200 (Central European Summer Time),1630065298796,0.18121666666666666,statement rating,1
3086,22,0,,1630065309669,NA,NA,NA,NA,260,male,Approximately 60% of participants who agreed with you about Gun control chose to call the police and report the robber.,Approximately 60% of participants who agreed with you about Gun control chose to call the police and report the robber., ,Approximately 85% of participants who did not agree with you about Gun control chose to do nothing and leave the robber alone.,Very likely call the police and report the robber,NA,NA,NA,NA,Fri Aug 27 2021 13:54:58 GMT+0200 (Central European Summer Time),1630065298796,0.18121666666666666,moral dilemma,1
3086,22,NA,,1630065309669,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Slightly good,NA,NA,NA,NA,Fri Aug 27 2021 13:54:58 GMT+0200 (Central European Summer Time),1630065298796,0.18121666666666666,behavior rating,1
3086,22,NA,,1630065309669,true,false,false,false,260,male,NA,NA,NA,NA,NA,true,false,false,false,Fri Aug 27 2021 13:54:58 GMT+0200 (Central European Summer Time),1630065298796,0.18121666666666666,custom understanding check,1
3086,22,NA,,1630065309669,NA,NA,NA,NA,260,male,NA,NA,NA,NA,2,NA,NA,NA,NA,Fri Aug 27 2021 13:54:58 GMT+0200 (Central European Summer Time),1630065298796,0.18121666666666666,identification_pro,1
3086,22,NA,,1630065309669,NA,NA,NA,NA,260,male,NA,NA,NA,NA,3,NA,NA,NA,NA,Fri Aug 27 2021 13:54:58 GMT+0200 (Central European Summer Time),1630065298796,0.18121666666666666,identification_anti,2
3073,25,NA,,1630058472692,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Gun control,NA,NA,NA,NA,Fri Aug 27 2021 12:00:50 GMT+0200 (Central European Summer Time),1630058450640,0.3675333333333333,selected issue,1
3073,25,NA,,1630058472692,NA,NA,NA,NA,260,male,NA,NA,NA,NA,-5,NA,NA,NA,NA,Fri Aug 27 2021 12:00:50 GMT+0200 (Central European Summer Time),1630058450640,0.3675333333333333,statement rating,1
3073,25,0,,1630058472692,NA,NA,NA,NA,260,male,Approximately 60% of participants who agreed with you about Gun control chose to do nothing and leave the robber alone.,Approximately 60% of participants who agreed with you about Gun control chose to do nothing and leave the robber alone., ,Approximately 85% of participants who did not agree with you about Gun control chose to call the police and report the robber.,Probably do nothing and the leave the robber alone,NA,NA,NA,NA,Fri Aug 27 2021 12:00:50 GMT+0200 (Central European Summer Time),1630058450640,0.3675333333333333,moral dilemma,1
3073,25,NA,,1630058472692,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Neither good nor bad,NA,NA,NA,NA,Fri Aug 27 2021 12:00:50 GMT+0200 (Central European Summer Time),1630058450640,0.3675333333333333,behavior rating,1
3073,25,NA,,1630058472692,true,false,false,false,260,male,NA,NA,NA,NA,NA,true,false,false,false,Fri Aug 27 2021 12:00:50 GMT+0200 (Central European Summer Time),1630058450640,0.3675333333333333,custom understanding check,1
3073,25,NA,,1630058472692,NA,NA,NA,NA,260,male,NA,NA,NA,NA,1,NA,NA,NA,NA,Fri Aug 27 2021 12:00:50 GMT+0200 (Central European Summer Time),1630058450640,0.3675333333333333,identification_pro,1
3073,25,NA,,1630058472692,NA,NA,NA,NA,260,male,NA,NA,NA,NA,7,NA,NA,NA,NA,Fri Aug 27 2021 12:00:50 GMT+0200 (Central European Summer Time),1630058450640,0.3675333333333333,identification_anti,2
3070,22,NA,,1630057244990,NA,NA,NA,NA,260,non-binary,NA,NA,NA,NA,Taxing religious organizations,NA,NA,NA,NA,Fri Aug 27 2021 11:39:05 GMT+0200 (Mitteleuropäische Sommerzeit),1630057145995,1.6499166666666667,issue,1
3070,22,NA,,1630057244990,NA,NA,NA,NA,260,non-binary,NA,NA,NA,NA,4,NA,NA,NA,NA,Fri Aug 27 2021 11:39:05 GMT+0200 (Mitteleuropäische Sommerzeit),1630057145995,1.6499166666666667,statement rating,1
3070,22,0,,1630057244990,NA,NA,NA,NA,260,non-binary,Approximately 60% of participants who agreed with you about Taxing religious organizations chose to call the police and report the robber.,Approximately 60% of participants who agreed with you about Taxing religious organizations chose to call the police and report the robber., ,Approximately 85% of participants who did not agree with you about Taxing religious organizations chose to do nothing and leave the robber alone.,Definitely do nothing and leave the robber alone,NA,NA,NA,NA,Fri Aug 27 2021 11:39:05 GMT+0200 (Mitteleuropäische Sommerzeit),1630057145995,1.6499166666666667,moral dilemma,1
3070,22,NA,,1630057244990,NA,NA,NA,NA,260,non-binary,NA,NA,NA,NA,Very good,NA,NA,NA,NA,Fri Aug 27 2021 11:39:05 GMT+0200 (Mitteleuropäische Sommerzeit),1630057145995,1.6499166666666667,behavior rating,1
3070,22,NA,,1630057244990,true,false,false,false,260,non-binary,NA,NA,NA,NA,NA,true,false,false,false,Fri Aug 27 2021 11:39:05 GMT+0200 (Mitteleuropäische Sommerzeit),1630057145995,1.6499166666666667,custom understanding check,1
3070,22,NA,,1630057244990,NA,NA,NA,NA,260,non-binary,NA,NA,NA,NA,5,NA,NA,NA,NA,Fri Aug 27 2021 11:39:05 GMT+0200 (Mitteleuropäische Sommerzeit),1630057145995,1.6499166666666667,identification_pro,1
3070,22,NA,,1630057244990,NA,NA,NA,NA,260,non-binary,NA,NA,NA,NA,2,NA,NA,NA,NA,Fri Aug 27 2021 11:39:05 GMT+0200 (Mitteleuropäische Sommerzeit),1630057145995,1.6499166666666667,identification_anti,2
3067,21,NA,,1630056554161,NA,NA,NA,NA,260,female,NA,NA,NA,NA,Gun control,NA,NA,NA,NA,Fri Aug 27 2021 11:29:06 GMT+0200 (Mitteleuropäische Sommerzeit),1630056546121,0.134,selected issue,1
3067,21,NA,,1630056554161,NA,NA,NA,NA,260,female,NA,NA,NA,NA,-5,NA,NA,NA,NA,Fri Aug 27 2021 11:29:06 GMT+0200 (Mitteleuropäische Sommerzeit),1630056546121,0.134,statement rating,1
3067,21,1,,1630056554161,NA,NA,NA,NA,260,female,Approximately 60% of participants who agreed with you about Gun control chose to call the police and report the robber.,Approximately 60% of participants who agreed with you about Gun control chose to call the police and report the robber.,Approximately 85% of participants who did not agree with you about Gun control chose to do nothing and leave the robber alone.,Approximately 85% of participants who did not agree with you about Gun control chose to do nothing and leave the robber alone.,Very likely call the police and report the robber,NA,NA,NA,NA,Fri Aug 27 2021 11:29:06 GMT+0200 (Mitteleuropäische Sommerzeit),1630056546121,0.134,moral dilemma,1
3067,21,NA,,1630056554161,NA,NA,NA,NA,260,female,NA,NA,NA,NA,Slightly bad,NA,NA,NA,NA,Fri Aug 27 2021 11:29:06 GMT+0200 (Mitteleuropäische Sommerzeit),1630056546121,0.134,behavior rating,1
3067,21,NA,,1630056554161,true,false,false,false,260,female,NA,NA,NA,NA,NA,true,false,false,false,Fri Aug 27 2021 11:29:06 GMT+0200 (Mitteleuropäische Sommerzeit),1630056546121,0.134,custom understanding check,1
3067,21,NA,,1630056554161,NA,NA,NA,NA,260,female,NA,NA,NA,NA,1,NA,NA,NA,NA,Fri Aug 27 2021 11:29:06 GMT+0200 (Mitteleuropäische Sommerzeit),1630056546121,0.134,identification_pro,1
3067,21,NA,,1630056554161,NA,NA,NA,NA,260,female,NA,NA,NA,NA,5,NA,NA,NA,NA,Fri Aug 27 2021 11:29:06 GMT+0200 (Mitteleuropäische Sommerzeit),1630056546121,0.134,identification_anti,2
3065,26,NA,,1630054566748,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Drug legalization,NA,NA,NA,NA,Fri Aug 27 2021 10:55:40 GMT+0200 (Mitteleuropäische Sommerzeit),1630054540581,0.43611666666666665,issue,1
3065,26,NA,,1630054566748,NA,NA,NA,NA,260,male,NA,NA,NA,NA,3,NA,NA,NA,NA,Fri Aug 27 2021 10:55:40 GMT+0200 (Mitteleuropäische Sommerzeit),1630054540581,0.43611666666666665,statement rating,1
3065,26,1,,1630054566748,NA,NA,NA,NA,260,male,Approximately 60% of participants who agreed with you about Drug legalization chose to do nothing and leave the robber alone.,Approximately 85% of participants who did not agree with you about Drug legalization chose to call the police and report the robber.,Approximately 60% of participants who agreed with you about Drug legalization chose to do nothing and leave the robber alone.,Approximately 85% of participants who did not agree with you about Drug legalization chose to call the police and report the robber.,Probably do nothing and the leave the robber alone,NA,NA,NA,NA,Fri Aug 27 2021 10:55:40 GMT+0200 (Mitteleuropäische Sommerzeit),1630054540581,0.43611666666666665,moral dilemma,1
3065,26,NA,,1630054566748,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Moderately good,NA,NA,NA,NA,Fri Aug 27 2021 10:55:40 GMT+0200 (Mitteleuropäische Sommerzeit),1630054540581,0.43611666666666665,behavior rating,1
3065,26,NA,,1630054566748,true,false,false,false,260,male,NA,NA,NA,NA,NA,true,false,false,false,Fri Aug 27 2021 10:55:40 GMT+0200 (Mitteleuropäische Sommerzeit),1630054540581,0.43611666666666665,custom understanding check,1
3065,26,NA,,1630054566748,NA,NA,NA,NA,260,male,NA,NA,NA,NA,3,NA,NA,NA,NA,Fri Aug 27 2021 10:55:40 GMT+0200 (Mitteleuropäische Sommerzeit),1630054540581,0.43611666666666665,identification_pro,1
3065,26,NA,,1630054566748,NA,NA,NA,NA,260,male,NA,NA,NA,NA,4,NA,NA,NA,NA,Fri Aug 27 2021 10:55:40 GMT+0200 (Mitteleuropäische Sommerzeit),1630054540581,0.43611666666666665,identification_anti,2
3062,22,NA,,1630053888755,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Gun control,NA,NA,NA,NA,Fri Aug 27 2021 10:44:34 GMT+0200 (Ora legale dell’Europa centrale),1630053874188,0.24278333333333332,selected issue,1
3062,22,NA,,1630053888755,NA,NA,NA,NA,260,male,NA,NA,NA,NA,-3,NA,NA,NA,NA,Fri Aug 27 2021 10:44:34 GMT+0200 (Ora legale dell’Europa centrale),1630053874188,0.24278333333333332,statement rating,1
3062,22,0,,1630053888755,NA,NA,NA,NA,260,male,Approximately 60% of participants who agreed with you about Gun control chose to call the police and report the robber.,Approximately 60% of participants who agreed with you about Gun control chose to call the police and report the robber., ,Approximately 85% of participants who did not agree with you about Gun control chose to do nothing and leave the robber alone.,Very likely call the police and report the robber,NA,NA,NA,NA,Fri Aug 27 2021 10:44:34 GMT+0200 (Ora legale dell’Europa centrale),1630053874188,0.24278333333333332,moral dilemma,1
3062,22,NA,,1630053888755,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Neither good nor bad,NA,NA,NA,NA,Fri Aug 27 2021 10:44:34 GMT+0200 (Ora legale dell’Europa centrale),1630053874188,0.24278333333333332,behavior rating,1
3062,22,NA,,1630053888755,true,false,false,false,260,male,NA,NA,NA,NA,NA,true,true,false,false,Fri Aug 27 2021 10:44:34 GMT+0200 (Ora legale dell’Europa centrale),1630053874188,0.24278333333333332,custom understanding check,1
3062,22,NA,,1630053888755,NA,NA,NA,NA,260,male,NA,NA,NA,NA,1,NA,NA,NA,NA,Fri Aug 27 2021 10:44:34 GMT+0200 (Ora legale dell’Europa centrale),1630053874188,0.24278333333333332,identification_pro,1
3062,22,NA,,1630053888755,NA,NA,NA,NA,260,male,NA,NA,NA,NA,6,NA,NA,NA,NA,Fri Aug 27 2021 10:44:34 GMT+0200 (Ora legale dell’Europa centrale),1630053874188,0.24278333333333332,identification_anti,2
3061,34,NA,,1630050133056,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Immigration and Dreamers,NA,NA,NA,NA,Fri Aug 27 2021 09:42:04 GMT+0200 (Central European Summer Time),1630050124069,0.14978333333333332,issue,1
3061,34,NA,,1630050133056,NA,NA,NA,NA,260,male,NA,NA,NA,NA,4,NA,NA,NA,NA,Fri Aug 27 2021 09:42:04 GMT+0200 (Central European Summer Time),1630050124069,0.14978333333333332,statement rating,1
3061,34,0,,1630050133056,NA,NA,NA,NA,260,male,Approximately 60% of participants who agreed with you about Immigration and Dreamers chose to do nothing and leave the robber alone.,Approximately 60% of participants who agreed with you about Immigration and Dreamers chose to do nothing and leave the robber alone., ,Approximately 85% of participants who did not agree with you about Immigration and Dreamers chose to call the police and report the robber.,Definitely call the police and report the robber,NA,NA,NA,NA,Fri Aug 27 2021 09:42:04 GMT+0200 (Central European Summer Time),1630050124069,0.14978333333333332,moral dilemma,1
3061,34,NA,,1630050133056,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Neither good nor bad,NA,NA,NA,NA,Fri Aug 27 2021 09:42:04 GMT+0200 (Central European Summer Time),1630050124069,0.14978333333333332,behavior rating,1
3061,34,NA,,1630050133056,true,false,false,false,260,male,NA,NA,NA,NA,NA,true,true,false,false,Fri Aug 27 2021 09:42:04 GMT+0200 (Central European Summer Time),1630050124069,0.14978333333333332,custom understanding check,1
3061,34,NA,,1630050133056,NA,NA,NA,NA,260,male,NA,NA,NA,NA,5,NA,NA,NA,NA,Fri Aug 27 2021 09:42:04 GMT+0200 (Central European Summer Time),1630050124069,0.14978333333333332,identification_pro,1
3061,34,NA,,1630050133056,NA,NA,NA,NA,260,male,NA,NA,NA,NA,2,NA,NA,NA,NA,Fri Aug 27 2021 09:42:04 GMT+0200 (Central European Summer Time),1630050124069,0.14978333333333332,identification_anti,2
3060,22,NA,,1630044974893,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Transgender rights,NA,NA,NA,NA,Fri Aug 27 2021 08:15:52 GMT+0200 (Mitteleuropäische Sommerzeit),1630044952248,0.3774166666666667,issue,1
3060,22,NA,,1630044974893,NA,NA,NA,NA,260,male,NA,NA,NA,NA,-2,NA,NA,NA,NA,Fri Aug 27 2021 08:15:52 GMT+0200 (Mitteleuropäische Sommerzeit),1630044952248,0.3774166666666667,statement rating,1
3060,22,0,,1630044974893,NA,NA,NA,NA,260,male,Approximately 60% of participants who agreed with you about Transgender rights chose to call the police and report the robber.,Approximately 60% of participants who agreed with you about Transgender rights chose to call the police and report the robber., ,Approximately 85% of participants who did not agree with you about Transgender rights chose to do nothing and leave the robber alone.,Very likely do nothing and the leave the robber alone,NA,NA,NA,NA,Fri Aug 27 2021 08:15:52 GMT+0200 (Mitteleuropäische Sommerzeit),1630044952248,0.3774166666666667,moral dilemma,1
3060,22,NA,,1630044974893,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Slightly bad,NA,NA,NA,NA,Fri Aug 27 2021 08:15:52 GMT+0200 (Mitteleuropäische Sommerzeit),1630044952248,0.3774166666666667,behavior rating,1
3060,22,NA,,1630044974893,true,false,false,false,260,male,NA,NA,NA,NA,NA,true,false,false,false,Fri Aug 27 2021 08:15:52 GMT+0200 (Mitteleuropäische Sommerzeit),1630044952248,0.3774166666666667,custom understanding check,1
3060,22,NA,,1630044974893,NA,NA,NA,NA,260,male,NA,NA,NA,NA,4,NA,NA,NA,NA,Fri Aug 27 2021 08:15:52 GMT+0200 (Mitteleuropäische Sommerzeit),1630044952248,0.3774166666666667,identification_pro,1
3060,22,NA,,1630044974893,NA,NA,NA,NA,260,male,NA,NA,NA,NA,2,NA,NA,NA,NA,Fri Aug 27 2021 08:15:52 GMT+0200 (Mitteleuropäische Sommerzeit),1630044952248,0.3774166666666667,identification_anti,2
3059,23,NA,,1630043800790,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Immigration and Dreamers,NA,NA,NA,NA,Fri Aug 27 2021 07:56:29 GMT+0200 (Mitteleuropäische Sommerzeit),1630043789800,0.18316666666666667,issue,1
3059,23,NA,,1630043800790,NA,NA,NA,NA,260,male,NA,NA,NA,NA,5,NA,NA,NA,NA,Fri Aug 27 2021 07:56:29 GMT+0200 (Mitteleuropäische Sommerzeit),1630043789800,0.18316666666666667,statement rating,1
3059,23,1,,1630043800790,NA,NA,NA,NA,260,male,Approximately 60% of participants who agreed with you about Immigration and Dreamers chose to call the police and report the robber.,Approximately 85% of participants who did not agree with you about Immigration and Dreamers chose to do nothing and leave the robber alone.,Approximately 60% of participants who agreed with you about Immigration and Dreamers chose to call the police and report the robber.,Approximately 85% of participants who did not agree with you about Immigration and Dreamers chose to do nothing and leave the robber alone.,Definitely call the police and report the robber,NA,NA,NA,NA,Fri Aug 27 2021 07:56:29 GMT+0200 (Mitteleuropäische Sommerzeit),1630043789800,0.18316666666666667,moral dilemma,1
3059,23,NA,,1630043800790,NA,NA,NA,NA,260,male,NA,NA,NA,NA,Slightly good,NA,NA,NA,NA,Fri Aug 27 2021 07:56:29 GMT+0200 (Mitteleuropäische Sommerzeit),1630043789800,0.18316666666666667,behavior rating,1
3059,23,NA,,1630043800790,true,false,false,false,260,male,NA,NA,NA,NA,NA,true,false,false,false,Fri Aug 27 2021 07:56:29 GMT+0200 (Mitteleuropäische Sommerzeit),1630043789800,0.18316666666666667,custom understanding check,1
3059,23,NA,,1630043800790,NA,NA,NA,NA,260,male,NA,NA,NA,NA,5,NA,NA,NA,NA,Fri Aug 27 2021 07:56:29 GMT+0200 (Mitteleuropäische Sommerzeit),1630043789800,0.18316666666666667,identification_pro,1
3059,23,NA,,1630043800790,NA,NA,NA,NA,260,male,NA,NA,NA,NA,2,NA,NA,NA,NA,Fri Aug 27 2021 07:56:29 GMT+0200 (Mitteleuropäische Sommerzeit),1630043789800,0.18316666666666667,identification_anti,2
3055,25,NA,,1630014003014,NA,NA,NA,NA,260,female,NA,NA,NA,NA,Feminism,NA,NA,NA,NA,Thu Aug 26 2021 15:16:38 GMT+0200 (CEST),1629983798547,503.4077833333333,issue,1
3055,25,NA,,1630014003014,NA,NA,NA,NA,260,female,NA,NA,NA,NA,5,NA,NA,NA,NA,Thu Aug 26 2021 15:16:38 GMT+0200 (CEST),1629983798547,503.4077833333333,statement rating,1
3055,25,1,,1630014003014,NA,NA,NA,NA,260,female,Approximately 60% of participants who agreed with you about Feminism chose to do nothing and leave the robber alone.,Approximately 85% of participants who did not agree with you about Feminism chose to call the police and report the robber.,Approximately 60% of participants who agreed with you about Feminism chose to do nothing and leave the robber alone.,Approximately 85% of participants who did not agree with you about Feminism chose to call the police and report the robber.,Probably call the police and report the robber,NA,NA,NA,NA,Thu Aug 26 2021 15:16:38 GMT+0200 (CEST),1629983798547,503.4077833333333,moral dilemma,1
3055,25,NA,,1630014003014,NA,NA,NA,NA,260,female,NA,NA,NA,NA,Slightly bad,NA,NA,NA,NA,Thu Aug 26 2021 15:16:38 GMT+0200 (CEST),1629983798547,503.4077833333333,behavior rating,1
3055,25,NA,,1630014003014,true,false,false,false,260,female,NA,NA,NA,NA,NA,true,false,false,false,Thu Aug 26 2021 15:16:38 GMT+0200 (CEST),1629983798547,503.4077833333333,custom understanding check,1
3055,25,NA,,1630014003014,NA,NA,NA,NA,260,female,NA,NA,NA,NA,6,NA,NA,NA,NA,Thu Aug 26 2021 15:16:38 GMT+0200 (CEST),1629983798547,503.4077833333333,identification_pro,1
3055,25,NA,,1630014003014,NA,NA,NA,NA,260,female,NA,NA,NA,NA,1,NA,NA,NA,NA,Thu Aug 26 2021 15:16:38 GMT+0200 (CEST),1629983798547,503.4077833333333,identification_anti,2
3053,23,NA,,1630011850994,NA,NA,NA,NA,260,female,NA,NA,NA,NA,Buying and wearing fur,NA,NA,NA,NA,Thu Aug 26 2021 23:03:39 GMT+0200 (Central European Summer Time),1630011819006,0.5331333333333333,issue,1
3053,23,NA,,1630011850994,NA,NA,NA,NA,260,female,NA,NA,NA,NA,5,NA,NA,NA,NA,Thu Aug 26 2021 23:03:39 GMT+0200 (Central European Summer Time),1630011819006,0.5331333333333333,statement rating,1
3053,23,0,,1630011850994,NA,NA,NA,NA,260,female,Approximately 60% of participants who agreed with you about Buying and wearing fur chose to call the police and report the robber.,Approximately 60% of participants who agreed with you about Buying and wearing fur chose to call the police and report the robber., ,Approximately 85% of participants who did not agree with you about Buying and wearing fur chose to do nothing and leave the robber alone.,Very likely do nothing and the leave the robber alone,NA,NA,NA,NA,Thu Aug 26 2021 23:03:39 GMT+0200 (Central European Summer Time),1630011819006,0.5331333333333333,moral dilemma,1
3053,23,NA,,1630011850994,NA,NA,NA,NA,260,female,NA,NA,NA,NA,Neither good nor bad,NA,NA,NA,NA,Thu Aug 26 2021 23:03:39 GMT+0200 (Central European Summer Time),1630011819006,0.5331333333333333,behavior rating,1
3053,23,NA,,1630011850994,true,false,false,false,260,female,NA,NA,NA,NA,NA,true,false,false,false,Thu Aug 26 2021 23:03:39 GMT+0200 (Central European Summer Time),1630011819006,0.5331333333333333,custom understanding check,1
3053,23,NA,,1630011850994,NA,NA,NA,NA,260,female,NA,NA,NA,NA,5,NA,NA,NA,NA,Thu Aug 26 2021 23:03:39 GMT+0200 (Central European Summer Time),1630011819006,0.5331333333333333,identification_pro,1
3053,23,NA,,1630011850994,NA,NA,NA,NA,260,female,NA,NA,NA,NA,1,NA,NA,NA,NA,Thu Aug 26 2021 23:03:39 GMT+0200 (Central European Summer Time),1630011819006,0.5331333333333333,identification_anti,2
3051,,NA,detective clara,1630009830558,NA,NA,NA,NA,260,,NA,NA,NA,NA,Drug legalization,NA,NA,NA,NA,Thu Aug 26 2021 22:29:54 GMT+0200 (Mitteleuropäische Sommerzeit),1630009794255,0.60505,issue,1
3051,,NA,detective clara,1630009830558,NA,NA,NA,NA,260,,NA,NA,NA,NA,4,NA,NA,NA,NA,Thu Aug 26 2021 22:29:54 GMT+0200 (Mitteleuropäische Sommerzeit),1630009794255,0.60505,statement rating,1
